Address,Zip,Phone,zip_final
310 N STATE OF FRANKLIN,376040000,4234316816,37604
400 N STATE OF FRANKLIN,376040000,4234315965,37604
403 N STATE OF FRANKLIN RD,376040000,4234317042,37604
1019 W OAKLAND AVE,376042357,4239155000,37604
400 N STATE OF FRANKLIN RD,376046035,4234314847,37604
400 N STATE OF FRANKLIN RD,376046035,4234312727,37604
410 N STATE OF FRANKLIN RD,376046035,4234312350,37604
2000 BROOKSIDE DR,376604627,4238575905,37660
2000 BROOKSIDE DR,376604627,4238575905,37660
16000 JOHNSTON MEMORIAL DR 313,242117664,2762583770,24211
3635 VISTA AVE,631102539,3145778000,63110
400 SAINT CHRISTOPHER DR,411017022,6068332161,41101
2001 WINCHESTER AVE,411017743,6063247351,41101
1 MEDICAL PARK BLVD,376207459,4238445100,37620
7777 HENNESSY BLVD,708080307,NA,70808
7777 HENNESSY BLVD,708084363,NA,70808
5000 HENNESSY BLVD,708084375,NA,70808
820 ST SEBASTIAN WAY,30901,7067742708,30901
1350 WALTON WAY 3RD FLOOR,309012629,7067745795,30901
155 E STATE ST,164011347,8147564917,16401
2314 SASSAFRAS ST,165022721,8144566194,16502
232 W 25TH ST,165440002,NA,16544
707 E MAIN ST,109402650,8453337575,10940
682 FOREST AVE,103102507,7183703730,10310
428 COLUMBUS AVE,65191233,2035033228,65191
230 MICHIGAN ST NE,495032550,6163915056,49503
100 MICHIGAN AVE NE,495032560,NA,49503
1840 WEALTHY ST SE,495062921,6167747444,49506
1840 WEALTHY ST SE,495062921,6167747444,49506
4444 KALAMAZOO SE AVE,495084600,6163913302,49508
4444 KALAMAZOO SEAVE,495084600,6163915600,49508
4309 W MEDICAL CTR DR,600508439,8882206432,60050
600 HOSPITAL DR,281126000,7042833100,28112
201 E GROVER ST,281503917,9804873000,28150
2001 VAIL AVE,282071248,NA,28207
1350 S KINGS DR,282072134,7044460271,28207
25 HIGHLAND AVE,19503867,9788348074,19503
210 E GRAY ST,402023906,5026297702,40202
903 PARK AVE,100750362,2123963390,10075
2435 FIRE MESA ST,891289009,7029682437,89128
950 E HARVARD AVE,802107007,3037770781,80210
3525 LAKELAND HILLS BLVD,338051965,8636036565,33805
1324 LAKELAND HILL BLVD,338054543,8636871326,33805
3535 SOUTHERN BLVD,454291221,9.37E+13,45429
33 W RAHN RD,454292238,9374338990,45429
1913 E 17TH ST,927058627,7145413744,92705
1 COUNTRY CLUB PLZ,945632308,9252543805,94563
1 COUNTRY CLUB PLAZA,945632308,9252543805,94563
185 ROSEBERRY ST,88651690,9088596700,88651
380 R MERRIMACK ST,18445883,NA,18445
1710 N RANDALL RD,601239400,8477414376,60123
1555 BARRINGTON RD,601691052,8477811790,60169
700 BROADWAY,468021402,2604322297,46802
7900 W JEFFERSON BLVD,468044128,NA,46804
2516 E DUPONT RD,468251608,2604346076,46825
2520 E DUPONT RD,468251675,2604322297,46825
2799 W GRAND BLVD,482022608,3138762573,48202
270 PARK AVE,117432787,NA,11743
428 BILTMORE AVE,288014502,NA,28801
428 BILTMORE AVE,288014502,8282135400,28801
1 HOSPITAL DR,288014550,8282134100,28801
1 HOSPITAL DR,288014550,8282131994,28801
21 HOSPITAL DR,288014550,NA,28801
509 BILTMORE AVE,288014601,NA,28801
900 HENDERSONVILLE RD,288031753,NA,28803
890 W FARIS RD,296054291,8644559033,29605
2 A CLEVELAND COURT,296072414,8642717761,29607
1101 SAM PERRY BLVD,224014466,5403743277,22401
2280 HARRISON AVE B,955013200,7074439371,95501
2418 BREWERY RD,535289470,6087983344,53528
2402 WINNEBAGO ST,537045341,6082426865,53704
5543 E CHERYL PKWY,537115376,6082745300,53711
20 S PARK ST,537151348,6082872076,53715
1102 S PARK,537151714,6082875899,53715
1050 E BROADWAY,537164023,6082228779,53716
375 DIXMYTH AVE,452202475,5138534684,45220
375 DIXMYTH AVE C,452202475,5138534685,45220
379 DIXMYTH AVE,452202475,5132467000,45220
9070 WINTON RD,452313828,5132467000,45231
10500 MONTGOMERY RD,452424402,5138534684,45242
10500 MONTGOMERY RD,452424402,5138534684,45242
10475 MONTGOMERY RD,452425201,5138534684,45242
652 W 11TH ST,953763869,NA,95376
1216 2ND SWST,559021906,5072555123,55902
200 1ST ST SW,559050001,NA,55905
7525 GREENWAY CTR DR,207703525,3013451100,20770
1100 MERCANTILE LN,207745361,3017739700,20774
33501 1ST WAY S,980036208,2538382400,98003
19116 33RD AVE W,980364706,4257127900,98036
925 SENECA ST,981012742,2062236600,98101
1100 9TH AVE,981012756,NA,98101
4575 SANDPOINT WAY NE,981053999,2065258000,98105
4575 SAND POINT WAY NE,981053999,2065258000,98105
214 MORRISON RD,335114849,8136816474,33511
1 ILLINI DR,616052576,3096713173,61605
723 NEGLEN OAK AVE,61603,3096248749,61603
1650 GRAND CONCOURSE,104577606,NA,10457
401 S 400,840104933,8012952361,84010
8 TH AVE AND C ST,841430001,8014087100,84143
1000 N OAK AVE,544495703,7153875511,54449
4100 STATE HWY 66,544828410,7153437700,54482
220 24TH S ST,544941908,7154248600,54494
104 TRINITY DR,545551524,7153392101,54555
1000 STARR AVE,547031821,7153875211,54703
806 2ND ST,547282800,7159242000,54728
611 N SAINT JOSEPH AVE,544491832,7153871713,54449
501 S 54TH ST,191431900,NA,19143
1275 N ROSE DR,928703919,7149966500,92870
1204 W MAIN ST,229032824,4342435500,22903
1300 JEFFERSON PARK AVE,229033363,4349245125,22903
1215 LEE ST,229080816,NA,22908
1215 LEE ST,229082325,4349248129,22908
9300 CAMPUS POINT DR,920371300,8586577000,92037
8954 HOSPITAL DR,301342272,NA,30134
6043 PRESTLEY MILL RD C,301342280,7709203076,30134
970 N BROADWAY,107011311,9143761543,10701
711 STANTON L YOUNG BLVD,731045023,4057218090,73104
877 JEFFERSON AVE,381032807,NA,38103
880 MADISON AVE,381033409,9015456969,38103
6215 HUMPHREYS BLVD,381202382,9018668085,38120
751 N BLAKELY DR,980296201,NA,98029
747 BROADWAY,981224379,NA,98122
500 17TH AVE,981225711,NA,98122
904 7TH AVE,981041132,2063091760,98104
1145 BROADWAY,981224201,NA,98122
1 BARNES JEWISH HOSPITAL PLZ,631101003,3143627578,63110
504 MEDICAL CTR BLVD,773042808,NA,77304
1500 GRAND LAKE DR,773042891,NA,77304
1000 JOHNSON FERRY RD,303421606,4048518000,30342
5673 PEACHTREE DUNWOODY RD,303425023,4044590002,30342
31500 TELEGRAPH RD,480254315,2485520620,48025
47601 GRAND RIVER AVE,483741233,2483442000,48374
27209 LAHSER RD,480348402,2489968730,48034
6245 INKSTER RD,481354001,8882206432,48135
14510 NORTHLINE RD,481952402,7342822800,48195
1601 OWEN DR,283043425,9106780100,28304
107 SUNNYBROOK RD,276101827,9849744832,27610
33501 1ST WAY S,980036208,2538382400,98003
222 112TH AVE NE,980045815,4256371855,98004
100 NE GILLMAN BLVD,980272925,4255578000,98027
100 NE GILMAN BLVD,980272925,4255578000,98027
11800 NE 128TH ST,980347211,4258145100,98034
925 SENECA ST,981012742,2062236600,98101
1100 9TH AVE,981012756,NA,98101
4575 SANDPOINT WAY NE,981053999,2065258000,98105
800 E BLACKHAWK AVE,538211698,6083260808,53821
2725 S 7TH ST,546014783,6087758200,54601
700 W AVE S,546014783,6087850940,54601
800 W AVE S,546018806,6087850940,54601
1504 TAUB LOOP,770301608,7138732000,77030
2151 E PECOS RD,852256098,4809076337,85225
4802 E JOHNSON AVE,724018413,8709368000,72401
3663 S MIAMI AVE,331334253,NA,33133
3100 S DOUGLAS RD,331346914,NA,33134
3510 BISCAYNE BLVD,331373840,3055761234,33137
1700 PRAIRIE CITY RD,956309594,9163514800,95630
2300 S CONGRESS AVE,334267400,5617357531,33426
521 N YOUNG ST,993367806,5095855222,99336
3525 ENSIGN RD NE,985065065,3604934001,98506
525 LILLY RD NE,985065101,3607937230,98506
525 LILLY RD NE,985065101,3604866777,98506
413 LILLY RD NE,985065133,3607934069,98506
17 E 102ND ST,100295204,2126598551,10029
1 GUSTAVE L LEVY PLACE,100296500,2126598551,10029
5 E 98TH ST,100296501,2122413150,10029
200 BANNING ST,199043487,3026780200,19904
320 SUPERIOR AVE,926632742,9495153590,92663
751 N RUTLEDGE ST,627024968,2175458000,62702
205 N BELLE MEAD RD,117333456,6314444630,11733
100 NICHOLLS RD,117940001,6314441560,11794
1216 2ND SWST,559021906,5072555123,55902
800 E BLACKHAWK AVE,538211698,6083260808,53821
2725 S 7TH ST,546014783,6087758200,54601
800 W AVE S,546018806,6087850940,54601
301 UNIVERSITY BLVD,775555302,4097722222,77555
1307 FEDERAL ST,152124769,NA,15212
4800 FRIENDSHIP AVE,152241722,NA,15224
221 W 21ST STREET,440524754,4402330138,44052
2240 STATE ROUTE 33 A-IM,77536104,7328973990,77536
7605 FOREST AVE,232294941,8042851833,23229
320 SUPERIOR AVE,926636140,9496509155,92663
610 S MAPLE AVE,603041091,7083830943,60304
1555 BARRINGTON RD,601691019,8478432000,60169
719 THOMPSON LANE,372048681,6153223000,37204
1301 22ND AVE S,372325100,6153223000,37232
1111 AMSTERDAM AVE,100251716,2125236500,10025
3663 S MIAMI AVE,331334253,3055529102,33133
3663 S MIAMI AVE,331334253,NA,33133
9111 PARK DR,331383159,3057566110,33138
1050 NE 125TH ST,331615805,3058918850,33161
20900 BISCAYNE BLVD,331801407,3056827124,33180
7800 SW 87 AVE,331733570,3055954590,33173
2415 PARKWOOD DR,315204722,9124664079,31520
55 FOGG RD,21902432,7817924136,21902
2500 N STATE ST,392164500,6018984404,39216
15855 19 MILE RD,480383504,5862632300,48038
215 N AVE,480431716,5863079010,48043
1000 HARRINGTON ST,480432920,5864938000,48043
27351 DEQUINDRE RD,480713487,2489677000,48071
13430 E 13 MILE RD,480883187,5864271351,48088
11800 E 12 MILE RD,480933472,5865735000,48093
200 W ESPLANADE AVE,700652473,NA,70065
200 W ESPLANADE AVE,700652474,5044642940,70065
200 W ESPLANADE AVE,700652475,5044121700,70065
200 W ESPLANADE AVE,700652489,5044710931,70065
716 VILLAGE RD,700652751,5044640604,70065
180 W ESPLANADE AVE,700656001,5044688600,70065
2100 PERDIDO,701121333,5049033000,70112
1901 PERDIDO ST,701121393,NA,70112
2021 PERDIDO ST,701121396,5049033000,70112
2025 GRAVIER ST,701122269,5044121100,70112
2025 GRAVIER ST,701122269,5044121100,70112
1415 TULANE AVE,701122600,5045885838,70112
2000 CANAL ST,701123018,5047023000,70112
1400 POYDRAS ST,701126010,5049033000,70112
3308 TULANE AVE,701197100,5042932273,70119
2601 TULANE AVE,701197400,5.05E+12,70119
9 HOSPITAL DR,87556425,7329056635,87556
827 LINDEN AVE,212014606,NA,21201
1526 SAVANNAH RD,199581683,3026451806,19958
2213 PONCE BY PASS,7171310,7873476260,71713
7777 FOREST LN,752306824,9726615550,75230
1137 W PENN AVE,195679770,NA,19567
301 S 7TH AVE,196111412,4846288843,19611
301 S 7TH AVE,196111442,NA,19611
1 CHILDRENS WAY,722023500,5013641100,72202
1 CHILDRENS WAY,722023571,5013641100,72202
130 FISHER RD,56419004,8023714235,56419
1000 DUTCH RIDGE RD,150099727,7247736814,15009
3801 S NATIONAL AVE,658075210,NA,65807
50 ALESSANDRO PLACE,911053149,6267936133,91105
4461 COIT RD,750350526,NA,75035
701 OSTRUM ST,180151152,4845266200,18015
1500 COOPER ST,761042710,6828854007,76104
801 7TH AVE,761042733,8178854000,76104
801 7TH AVE,761042733,8178707946,76104
1330 ROCKEFELLER AVE,982011676,4252614950,98201
521 N YOUNG ST,993367806,5095855222,99336
1101 SAM PERRY BLVD,224014466,5403743277,22401
725 IRVING AVE,132101685,3154649360,13210
2000 STADIUM WAY,900262606,2132504200,90026
1720 E CESAR E CHAVEZ AVE,900332414,3232685000,90033
5121 S COTTONWOOD ST,841075701,NA,84107
6644 E BAYWOOD AVE,852031747,6023691941,85203
6750 E BAYWOOD AVE,852031747,6023691941,85203
2220 LYNN RD,913601957,8054951073,91360
3400 DOUGLAS BLVD,956614283,9167403721,95661
4487 3RD AVE,104571526,7189609000,10457
4422 3RD AVE,104572545,7189609000,10457
621 S NEW BALLAS RD,631418262,3142515616,63141
1550 N 115TH ST,981338401,2063680500,98133
1536 N 115TH ST G,981338414,2063685800,98133
1560 N 115TH ST,981338414,NA,98133
7710 MERCY RD,681242323,4027170820,68124
16909 LAKESIDE HILLS CT,681304661,NA,68130
83 COLUMBIA ST,328061101,3218416350,32806
1785 CARR,9213399,7877829999,92133
205 N E AVE,492011753,5172054800,49201
5900 BYRON CTR SWAVE,495199606,6162527200,49519
5900 BYRON CTR AVE SW,495199606,6162523243,49519
20814 W DIXIE HWY,331801147,3059338433,33180
737 E CRAWFORD,674015103,7858277261,67401
173 MINEOLA BLVD,115012555,NA,11501
707 E MAIN ST,109402650,8453337575,10940
1150 N 35TH AVE,330215468,9542765603,33021
4855 SW WESTERN AVE,970053460,5036437565,97005
10100 SE SUNNYSIDE RD,970158970,5037868435,97015
9800 SE SUNNYSIDE RD,970159750,5036536440,97015
9900 SE SUNNYSIDE RD,970159777,5036522880,97015
19185 SW 90TH AVE,970627558,5038857300,97062
19400 NW EVERGREEN PKWY,971247031,5036452762,97124
1700 N 102ND RD,972203804,9712296990,97220
3500 N INTERSTATE AVE,972271196,NA,97227
19500 SE STARK ST,972335757,5036693900,97233
2400 LANCASTER DR NE,973051221,5033615400,97305
5125 SKYLINE RD S,973069427,5033615400,97306
180 FORT WASHINGTON AVE,100323722,2123050209,10032
1035 116 AVE NE,980044604,4256885000,98004
13030 121ST WAY NE,980343008,NA,98034
12040 NE 128TH ST,980343013,NA,98034
12040 NE 128TH ST,980343013,NA,98034
12822 124TH LN NE,980347612,4258991040,98034
2740 W FOSTER AVE,606253591,7739047340,60625
4801 ALBERTA AVE,799052707,9155456500,79905
7777 HENNESSY BLVD,708080307,NA,70808
7777 HENNESSY BLVD,708084363,NA,70808
400 PARNASSUS AVE,941432202,4154764029,94143
100 E 77TH ST,100751850,2124342140,10075
13755 CICERO AVE,604181824,8882206432,60418
4 SHERIDAN SQ,376607435,4232467931,37660
1165 MONTGOMERY DR,954054801,7075463210,95405
4940 EASTERN AVE,212242735,4105500100,21224
1215 LEE ST,229080816,4349245321,22908
1381 WESTGATE CTR DR,271032934,3367180100,27103
101 E WOOD ST,293033040,8645606654,29303
101 E WOOD ST,293033072,8645601915,29303
1330 BOILING SPRINGS RD,293034214,8645855433,29303
101 W 12TH ST,322063622,9043580888,32206
800 PRUDENTIAL DR,322078202,NA,32207
1216 2ND SWST,559021906,5072555123,55902
800 W AVE S,546018806,6087850940,54601
8609 WILLOW SPRINGS CT,740118250,NA,74011
1627 US HWY 1 208,329583464,NA,32958
3735 11TH CIR,329604889,NA,32960
1130 NW 22ND AVE,972102969,5034138988,97210
2801 N GANTENBEIN AVE,972271623,NA,97227
950 E HARVARD AVE,802107007,3037770781,80210
1406 6TH AVE N,563031901,8008356652,56303
1200 6TH N AVE,563032735,3202525131,56303
1200 6TH AVE N,563032735,3202525131,56303
7120 HODGSON MEMORIAL DR,314062532,9123524490,31406
5200 HARRY HINES BLVD,752357709,NA,75235
445 S ADAMS ST,543014107,4142251568,54301
835 S VAN BUREN ST,543013526,9204964700,54301
625 CHURCH NEST,300601101,7704222004,30060
677 CHURCH NEST,300601101,NA,30060
677 CHURCH ST NE,300601101,4707938585,30060
55 WHITCHER NEST,300601168,7704290083,30060
2540 WINDY HILL RD,300678605,7706441570,30067
2540 WINDY HILL SERD,300678605,7706441274,30067
AVE SEVERIANO CUEVAS,6035500,7876586484,60355
500 N KOBAYASHI RD,775984722,2817248336,77598
1400 NORTHSIDE FORSYTH DR,300417668,NA,30041
10950 CHAPEL HILL RD,275608852,9196204818,27560
3643 N ROXBORO ST,277042702,NA,27704
1821 HILLANDALE RD,277052671,9196207305,27705
2100 ERWIN RD,277053941,9196848111,27705
1000 TRENT DR,277100001,9196848111,27710
13700 ST FRANCIS BLVD,231143223,NA,23114
7200 N STATE HWY 161,750393830,2146897806,75039
219 N BROAD ST 6TH FLOOR,191071519,2157625037,19107
400 PARNASSUS AVE,941432202,4154764029,94143
13000 E 136TH ST,460379478,3176782000,46037
550 N UNIVERSITY BLVD,462025149,NA,46202
710 ESKENAZI AVE,462025166,3178808329,46202
720 ESKENAZI AVE,462025166,3178808329,46202
400 REMINGTON BLVD,604404923,6303127865,60440
120 N OAK ST,605213829,6308562050,60521
901 MCCLINTOCK DR,605270872,8882206432,60527
4001 DUTCHMANS LN,402074714,5028931000,40207
1 AUDUBON PLAZA DR,402171318,5026367111,40217
707 HOLLYBROOK DR,756052410,NA,75605
709 HOLLYBROOK DR,756052412,NA,75605
2901 4TH ST,756055128,9037581818,75605
7100 W 20TH AVE,330161812,NA,33016
1925 MOUNTAIN VIEW AVE,805013128,3037761234,80501
1925 MOUNTAIN VIEW AVE,805013128,7204943123,80501
1024 S LEMAY AVE,805243929,9704958369,80524
3850 GRANT AVE,805388431,9706245170,80538
2500 ROCKY MOUNTAIN AVE,805389004,NA,80538
1625 FOXTRAIL DR,805389089,9702377588,80538
1900 16TH ST,806315114,9703531551,80631
8890 N UNION BLVD,809202701,NA,80920
540 PARMALEE AVE,445101605,3307444369,44510
1001 S GEORGE ST,174033645,7178512417,17403
301 E MUHAMMAD ALI BLVD,402021511,5028525466,40202
550 S JACKSON ST,402021622,5028525866,40202
2211 MAYFAIR DR,423014569,2706881352,42301
1301 PLEASANT VALLEY RD,423039619,2704177980,42303
1201 PLEASANT VALLEY RD,423039811,NA,42303
1201 PLEASANT VALLEY RD,423039811,2704174705,42303
300 PARKVIEW PL,338054550,8636871300,33805
2151 E COMMERCIAL BLVD,333083807,9544892260,33308
845 W LA VETA AVE,928683930,NA,92868
130 W RAVINE RD,376603831,4232244000,37660
17 E 102ND ST,100295204,2126598551,10029
5 E 98TH ST-14TH FLR,100296501,2122412232,10029
5 E 98TH ST 2ND FL,100296501,2122412232,10029
125 FAIRFAX AVE,402074905,NA,40207
1 MEDICAL CTR BLVD,190133902,6108741253,19013
201 S ALVARADO ST,900572391,2134830901,90057
9001 WILSHIRE BLVD,902111840,3102746671,90211
917 AVE TITO CASTRO,7164717,7878442080,71647
2213 PONCE BYP,7171310,7878408686,71713
2435 BLVD LUIS A FERRE,7172112,7878485600,71721
130 MEDICAL CTR AVE,338705463,NA,33870
23928 LYONS AVE,913212455,6612558544,91321
5565 GROSSMONT CTR DR,919423022,NA,91942
5555 GROSSMONT CTR DR,919423019,6197406000,91942
3500 ARENDELL ST,285572901,2522472013,28557
830 S GLOSTER ST,388014934,6623773136,38801
3400 NW EXPRESSWAY,731124491,NA,73112
11747 JEFFERSON AVE,236064400,7575967115,23606
ULISES MARTINEZ ST N,791,7878521681,791
300 CADMAN W PLZ,112012701,9292106000,11201
EMILE 42ND ST,68198,4025599800,68198
21 HOSPITAL DR,321642454,NA,32164
40 E MAIN ST,117068301,6.31E+12,11706
1020 W BROADWAY AVE,554112504,6123028200,55411
909 FULTON ST SE,554554800,NA,55455
4401 HARRISON BLVD,844033195,8013877900,84403
15644 POMERADO RD,920642434,8583125459,92064
125 E IDAHO ST,837126255,2083380148,83712
2525 S DOWNING ST,802105817,NA,80210
9191 GRANT ST,802294361,NA,80229
8451 PEARL ST,802294804,NA,80229
500 HARVARD ST SE,554550363,NA,55455
1163 ROUTE 37 W,87554974,7325054007,87554
6276 S RAINBOW BLVD,891183243,7023964165,89118
800 E BLACKHAWK AVE,538211698,6083260808,53821
3400 DOUGLAS BLVD,956614283,9167403721,95661
5701 W 119TH ST,662093721,8882206432,66209
20 NE SAINT LUKES BLVD,640866001,8882206432,64086
200 NE 54TH ST,641184338,8882206432,64118
700 HIGH ST,177013100,5703212181,17701
4168 FRONT ST,921032030,8582496753,92103
2390 W CONGRESS ST,705064205,3372616000,70506
6537 PRESTON RD,750242610,9728679131,75024
2025 MORSE AVE,958252115,9169735000,95825
EMILE 42ND ST,68198,4025599800,68198
6537 PRESTON RD,750242610,9728679131,75024
200 W ARBOR DR,921033109,8586577000,92103
710 LAWRENCE EXPRESS WAY,950515173,4088511000,95051
200 W ARBOR DR,921033109,8586577000,92103
800 WASHINGTON ST,21111552,6176365000,21111
3609 PARK E DR,441224661,2163600456,44122
18660 BAGLEY RD,441303483,4402436556,44130
230 MICHIGAN ST NE,495032550,6163915056,49503
100 MICHIGAN AVE NE,495032560,NA,49503
1840 WEALTHY ST SE,495062921,6167747444,49506
4444 KALAMAZOO SE AVE,495084600,6163913302,49508
100 MARKET PLACE BLVD,301218716,6787216971,30121
521 N YOUNG ST,993367806,5095855222,99336
1200 HILYARD ST,974018167,5413352700,97401
3311 RIVERBEND DR,974778800,5412227218,97477
3333 RIVERBEND DR,974778800,5412227300,97477
3355 RIVERBEND DR,974778800,5416871336,97477
4010 AERIAL WAY,974029757,NA,97402
860 BELTLINE RD,974771091,5412226000,97477
10 UNION SQ E,100033314,2128448100,10003
3201 KINGS HWY,112342625,7182523000,11234
175 CAREW ST,11042391,4137348254,11042
759 CHESTNUT ST,11071619,NA,11071
759 CHESTNUT ST,11991001,NA,11991
9131 PISCATAWAY RD,207352570,NA,20735
132 BENMORE DR,327924101,3214223660,32792
1200 BROOKLYN AVE,782124810,2102249616,78212
10250 N 92ND ST,852584518,4809492080,85258
1545 ATLANTIC AVE,112131122,7186134000,11213
801 COLONIAL CIR,502119637,5152853200,50211
1660 60TH ST,502667700,5153431000,50266
1221 PLEASANT ST,503091424,NA,50309
1221 PLEASANT ST,503091426,5152414200,50309
1200 PLEASANT ST,503091453,NA,50309
700 E UNIVERSITY AVE,503162392,5152635612,50316
13340 METRO PKWY,339664818,2393431105,33966
1700 MEDICAL CTR PKWY,371292245,6153964685,37129
1800 MEDICAL CTR PKWY,371293182,6153966800,37129
300 20TH AVE N,372032131,6152841400,37203
2200 NORTHERN BLVD,115481219,5167677771,11548
225 N JACKSON AVE,951161603,NA,95116
2425 SAMARITAN DR,951243908,NA,95124
2105 FOREST AVE,951281425,NA,95128
105 N BASCOM AVE,951281811,NA,95128
4461 COIT RD,750350526,2143968877,75035
1645 COTTAGE GROVE AVE,604113818,7087535800,60411
2020 W HARRISON ST,606123741,3125724500,60612
16 -204 MELEKAHIWA PL,967498010,8089828800,96749
651 ILALO ST,968135525,8086920908,96813
1153 CENTRE ST,21303446,6179837000,21303
88 E NEWTON ST,21182308,NA,21182
1 BOSTON MEDICAL CTR PL,21182908,8576541000,21182
7710 MERCY RD,681242350,4023438650,68124
10466 PEARSON PL,910401625,8186369318,91040
700 NE 13TH ST,731045004,4052715477,73104
825 NE 10TH ST,731045417,4052714864,73104
485 S DOBSON RD,852245603,NA,85224
2411 EXECUTIVE PLAZA RD,325048286,NA,32504
789 CENTRAL AVE,38202526,6037404478,38202
365 WEKIVA SPRINGS RD,327793690,NA,32779
80 SEYMOUR ST,61028000,8605457500,61028
435 LEWIS AVE,64512101,2036948200,64512
1415 TULANE AVE,701122600,5049885800,70112
80 DOCTORS DR,287927289,2826540073,28792
1501 WABASH ST,463604364,2198745333,46360
